Height km, Electron_density
  207.00 , 0.21404E+11
  208.00 , 0.22588E+11
  209.00 , 0.23827E+11
  210.00 , 0.25120E+11
  211.00 , 0.26471E+11
  212.00 , 0.27880E+11
  213.00 , 0.29350E+11
  214.00 , 0.30882E+11
  215.00 , 0.32477E+11
  216.00 , 0.34138E+11
  217.00 , 0.35866E+11
  218.00 , 0.37663E+11
  219.00 , 0.39530E+11
  220.00 , 0.41469E+11
  221.00 , 0.43482E+11
  222.00 , 0.45569E+11
  223.00 , 0.47733E+11
  224.00 , 0.49974E+11
  225.00 , 0.52295E+11
  226.00 , 0.54697E+11
  227.00 , 0.57180E+11
  228.00 , 0.59746E+11
  229.00 , 0.62396E+11
  230.00 , 0.65131E+11
  231.00 , 0.67952E+11
  232.00 , 0.70860E+11
  233.00 , 0.73856E+11
  234.00 , 0.76939E+11
  235.00 , 0.80112E+11
  236.00 , 0.83373E+11
  237.00 , 0.86724E+11
  238.00 , 0.90164E+11
  239.00 , 0.93694E+11
  240.00 , 0.97314E+11
  241.00 , 0.10102E+12
  242.00 , 0.10482E+12
  243.00 , 0.10871E+12
  244.00 , 0.11268E+12
  245.00 , 0.11674E+12
  246.00 , 0.12088E+12
  247.00 , 0.12511E+12
  248.00 , 0.12943E+12
  249.00 , 0.13382E+12
  250.00 , 0.13829E+12
  251.00 , 0.14284E+12
  252.00 , 0.14747E+12
  253.00 , 0.15217E+12
  254.00 , 0.15694E+12
  255.00 , 0.16178E+12
  256.00 , 0.16668E+12
  257.00 , 0.17165E+12
  258.00 , 0.17667E+12
  259.00 , 0.18175E+12
  260.00 , 0.18688E+12
  261.00 , 0.19206E+12
  262.00 , 0.19728E+12
  263.00 , 0.20255E+12
  264.00 , 0.20784E+12
  265.00 , 0.21317E+12
  266.00 , 0.21853E+12
  267.00 , 0.22390E+12
  268.00 , 0.22929E+12
  269.00 , 0.23470E+12
  270.00 , 0.24010E+12
  271.00 , 0.24551E+12
  272.00 , 0.25092E+12
  273.00 , 0.25631E+12
  274.00 , 0.26169E+12
  275.00 , 0.26704E+12
  276.00 , 0.27237E+12
  277.00 , 0.27766E+12
  278.00 , 0.28291E+12
  279.00 , 0.28812E+12
  280.00 , 0.29327E+12
  281.00 , 0.29837E+12
  282.00 , 0.30340E+12
  283.00 , 0.30836E+12
  284.00 , 0.31325E+12
  285.00 , 0.31805E+12
  286.00 , 0.32277E+12
  287.00 , 0.32739E+12
  288.00 , 0.33191E+12
  289.00 , 0.33633E+12
  290.00 , 0.34064E+12
  291.00 , 0.34484E+12
  292.00 , 0.34891E+12
  293.00 , 0.35286E+12
  294.00 , 0.35667E+12
  295.00 , 0.36036E+12
  296.00 , 0.36390E+12
  297.00 , 0.36730E+12
  298.00 , 0.37055E+12
  299.00 , 0.37366E+12
  300.00 , 0.37660E+12
