Height km, Electron_density
  219.00,  0.25989E+11
  220.00,  0.26899E+11
  221.00,  0.27806E+11
  222.00,  0.28708E+11
  223.00,  0.29605E+11
  224.00,  0.30493E+11
  225.00,  0.31373E+11
  226.00,  0.32241E+11
  227.00,  0.33097E+11
  228.00,  0.33940E+11
  229.00,  0.34767E+11
  230.00,  0.35578E+11
  231.00,  0.36372E+11
  232.00,  0.37147E+11
  233.00,  0.37903E+11
  234.00,  0.38638E+11
  235.00,  0.39351E+11
  236.00,  0.40042E+11
  237.00,  0.40711E+11
  238.00,  0.41356E+11
  239.00,  0.41977E+11
  240.00,  0.42574E+11
  241.00,  0.43145E+11
  242.00,  0.43692E+11
  243.00,  0.44214E+11
  244.00,  0.44711E+11
  245.00,  0.45183E+11
  246.00,  0.45629E+11
  247.00,  0.46051E+11
  248.00,  0.46447E+11
  249.00,  0.46820E+11
  250.00,  0.47168E+11
  251.00,  0.47493E+11
  252.00,  0.47794E+11
  253.00,  0.48073E+11
  254.00,  0.48329E+11
  255.00,  0.48564E+11
  256.00,  0.48778E+11
  257.00,  0.48972E+11
  258.00,  0.49146E+11
  259.00,  0.49301E+11
  260.00,  0.49438E+11
  261.00,  0.49557E+11
  262.00,  0.49660E+11
  263.00,  0.49747E+11
  264.00,  0.49819E+11
  265.00,  0.49877E+11
  266.00,  0.49921E+11
  267.00,  0.49951E+11
  268.00,  0.49970E+11
  269.00,  0.49977E+11
  270.00,  0.49973E+11
  271.00,  0.49959E+11
  272.00,  0.49936E+11
  273.00,  0.49903E+11
  274.00,  0.49861E+11
  275.00,  0.49810E+11
  276.00,  0.49750E+11
  277.00,  0.49682E+11
  278.00,  0.49604E+11
  279.00,  0.49519E+11
  280.00,  0.49425E+11
  281.00,  0.49323E+11
  282.00,  0.49214E+11
  283.00,  0.49097E+11
  284.00,  0.48972E+11
  285.00,  0.48840E+11
  286.00,  0.48701E+11
  287.00,  0.48556E+11
  288.00,  0.48403E+11
  289.00,  0.48244E+11
  290.00,  0.48079E+11
  291.00,  0.47908E+11
  292.00,  0.47731E+11
  293.00,  0.47548E+11
  294.00,  0.47360E+11
  295.00,  0.47166E+11
  296.00,  0.46968E+11
  297.00,  0.46764E+11
  298.00,  0.46556E+11
  299.00,  0.46343E+11
  300.00,  0.46126E+11
