Height km, Electron_density
  219.00,  0.12726E+11
  220.00,  0.13192E+11
  221.00,  0.13667E+11
  222.00,  0.14149E+11
  223.00,  0.14639E+11
  224.00,  0.15136E+11
  225.00,  0.15640E+11
  226.00,  0.16150E+11
  227.00,  0.16666E+11
  228.00,  0.17188E+11
  229.00,  0.17715E+11
  230.00,  0.18246E+11
  231.00,  0.18782E+11
  232.00,  0.19321E+11
  233.00,  0.19864E+11
  234.00,  0.20409E+11
  235.00,  0.20956E+11
  236.00,  0.21505E+11
  237.00,  0.22055E+11
  238.00,  0.22605E+11
  239.00,  0.23156E+11
  240.00,  0.23705E+11
  241.00,  0.24253E+11
  242.00,  0.24800E+11
  243.00,  0.25344E+11
  244.00,  0.25884E+11
  245.00,  0.26422E+11
  246.00,  0.26955E+11
  247.00,  0.27483E+11
  248.00,  0.28005E+11
  249.00,  0.28522E+11
  250.00,  0.29032E+11
  251.00,  0.29534E+11
  252.00,  0.30030E+11
  253.00,  0.30516E+11
  254.00,  0.30995E+11
  255.00,  0.31463E+11
  256.00,  0.31922E+11
  257.00,  0.32371E+11
  258.00,  0.32809E+11
  259.00,  0.33236E+11
  260.00,  0.33651E+11
  261.00,  0.34055E+11
  262.00,  0.34446E+11
  263.00,  0.34824E+11
  264.00,  0.35190E+11
  265.00,  0.35542E+11
  266.00,  0.35880E+11
  267.00,  0.36205E+11
  268.00,  0.36516E+11
  269.00,  0.36812E+11
  270.00,  0.37095E+11
  271.00,  0.37363E+11
  272.00,  0.37616E+11
  273.00,  0.37855E+11
  274.00,  0.38079E+11
  275.00,  0.38289E+11
  276.00,  0.38484E+11
  277.00,  0.38664E+11
  278.00,  0.38831E+11
  279.00,  0.38983E+11
  280.00,  0.39121E+11
  281.00,  0.39245E+11
  282.00,  0.39356E+11
  283.00,  0.39453E+11
  284.00,  0.39538E+11
  285.00,  0.39609E+11
  286.00,  0.39669E+11
  287.00,  0.39717E+11
  288.00,  0.39755E+11
  289.00,  0.39781E+11
  290.00,  0.39798E+11
  291.00,  0.39806E+11
  292.00,  0.39806E+11
  293.00,  0.39799E+11
  294.00,  0.39784E+11
  295.00,  0.39763E+11
  296.00,  0.39735E+11
  297.00,  0.39700E+11
  298.00,  0.39658E+11
  299.00,  0.39609E+11
  300.00,  0.39554E+11
